sisulname,sisuladdr,tel
문정2동 송파키움센터,서울특별시 송파구 중대로4길 ,0221475361
구로행복한지역아동센터,서울특별시 구로구 개봉로15길,02-2615-9064
지구촌지역아동센터,서울특별시 구로구 남부순환로 ,02-865-2006
금호대우아이꿈누리터(성동10호점 우리동네키움센터),서울특별시 성동구 독서당로 ,0222812234
용산2호점 우리동네키움센터,서울특별시 용산구 이촌로2가길 ,027130019
용산4호점 우리동네키움센터,서울특별시 용산구 효창원로 ,027042112
용산1호점 우리동네키움센터,서울특별시 용산구 원효로64길 ,027131024
중계무지개아이휴센터,서울특별시 노원구 동일로208길,0232965265
서울특별시 중구 1호점 우리동네키움센터,서울특별시 중구 다산로29길 ,0222313019
서울특별시 중구 2호점 우리동네키움센터,서울특별시 중구 서소문로6길 ,023628789
서울특별시 중구 4호점 우리동네키움센터,서울특별시 중구 동호로5길,07042618910
서울특별시 중구 5호점 우리동네키움센터,서울특별시 중구 다산로44길 ,07044208290
행복한집,서울특별시 구로구 개봉로15길,0220668310
상계1단지 아이휴센터,서울특별시 노원구 동일로213길,029361101
강남 다함께키움센터(청담),서울특별시 강남구 영동대로131길,02-3444-3113
가락본동 송파키움센터,서울특별시 송파구 오금로36길 ,0269250985
중화지역아동센터,서울특별시 중랑구 봉화산로,024383025
한길지역아동센터,서울특별시 중랑구 동일로110길,024356022
강동꿈나무지역아동센터,서울특별시 강동구 올림픽로89길 ,024787220
산돌예빛지역아동센터,서울특별시 송파구 풍성로20길,024895650
상계12단지 아이휴센터,서울특별시 노원구 한글비석로 ,0233920010
미미위 세곡 키움센터,서울특별시 강남구 밤고개로 ,07076201080
서울특별시 제1호(노원·도봉권) 거점형 키움센터,서울특별시 노원구 동일로231다길 ,028105062
천세노인복지센터,서울특별시 구로구 부일로15길 ,0226325949
너싱홈 돌봄과간호2,서울특별시 노원구 상계동 ,029313657
너싱홈 돌봄과간호1,서울특별시 노원구 상계동 ,02-934-3651
참존요양원,서울특별시 도봉구 도봉로136가길 ,029968004
흰돌장기요양센터3호점,서울특별시 강동구 구천면로,024816562
흰돌장기요양센터2호점,서울특별시 강동구 구천면로,02-481-6562
강북실버종합복지센터,서울특별시 강북구 오패산로 ,02-984-0300
노원요양복지원,서울특별시 노원구 상계동 ,029380001
동그라미요양센터2호점,서울특별시 도봉구 방학로3길 ,029897582
은빛노인요양단기보호2,서울특별시 송파구 마천동 ,024021005
은빛노인요양단기보호1,서울특별시 송파구 마천동 ,024021005
은빛노인요양공동생활가정3,서울특별시 송파구 거마로 ,024021005
수실버주야간보호센터,서울특별시 송파구 성내천로 ,02-448-8400
수실버노인요양센터,서울특별시 송파구 성내천로 ,02-448-8400
케어콜실버센터,서울특별시 강서구 강서로5나길 ,0226928888
희망요양원,서울특별시 도봉구 덕릉로59길 ,029022626
에덴요양원,서울특별시 관악구 조원로16길 ,028664801
서울여자간호대학교 휴먼캐슬,서울특별시 종로구 평창길,023918464
조은복지협동조합,서울특별시 은평구 서오릉로 ,023953955
요안나요양원,서울특별시 강서구 화곡로 ,0226946699
민영요양센터2,서울특별시 강북구 삼양로 ,029877600
면목요양원,서울특별시 중랑구 상봉로,02-2242-8080
설화요양원,서울특별시 마포구 공덕동 ,027035540
예원요양원 2호점,서울특별시 중랑구 망우동 ,024331221
다복공동생활가정,서울특별시 강서구 화곡로,02-2605-5976
늘편한요양원,서울특별시 강동구 구천면로 ,024743033
"행복드림복지협동조합",서울특별시 서대문구 응암로 ,02-374-6225
(주)그린케어 강동노인복지센터,서울특별시 강동구 올림픽로 ,02-441-6512
수유데이케어센터,서울특별시 강북구 덕릉로 ,029458846
효원노인복지센터D,서울특별시 중랑구 상봉중앙로1길 ,024380606
효원노인복지센터C,서울특별시 중랑구 상봉중앙로1길 ,02-438-0606
효원노인복지센터B,서울특별시 중랑구 상봉중앙로1길 ,024380606
강남한보리전문요양원,서울특별시 관악구 남부순환로 ,028615050
마추미실버케어 응암점,서울특별시 은평구 응암로13길 ,02-302-2282
길요양원,서울특별시 노원구 중계동 ,029396993
가족사랑1,서울특별시 영등포구 도신로 ,02-846-0722
가족사랑2,서울특별시 영등포구 도신로,02-844-0722
봄날강서요양원,서울특별시 강서구 양천로11길 ,0226616600
맑은공동생활가정,서울특별시 강서구 화곡로,0236642012
수노인요양공동생활가정1호점,서울특별시 도봉구 도당로 ,0234946786
두레데이케어,서울특별시 중랑구 신내동 ,02-2207-7500
은혜요양원,서울특별시 강동구 양재대로124길 ,02-481-3038
강북실버데이케어센터,서울특별시 강북구 오패산로 ,029861217
번동데이케어센터,서울특별시 강북구 월계로 ,02-980-3004
상계동성당데이케어센터,서울특별시 노원구 덕릉로,029522680
양천구 다문화가족지원센터,서울특별시 양천구 남부순환로88길 ,02-2699-6900
동대문구 건강가정다문화가족지원센터,서울특별시 동대문구 청계천로 ,02-957-1073
동작구다문화가족지원센터,서울특별시 동작구 동작대로29길,02-599-3260
성북구다문화가족지원센터,서울특별시 성북구 안암로 ,02-3290-1660
영등포구 다문화가족지원센터,서울특별시 영등포구 영등포로84길 ,02-846-5432
용산구 다문화가족지원센터,서울특별시 용산구 이태원로 ,02-792-9175
송파구다문화가족지원센터,서울특별시 송파구 마천동 ,02-403-3844
광진구다문화가족지원센터,서울특별시 광진구 아차산로24길 ,02-458-0666
강북구 다문화가족지원센터,서울특별시 강북구 한천로129길 ,02-987-2567
노원구다문화가족지원센터,서울특별시 노원구 동일로173가길 ,02-979-3502
은평구다문화가족지원센터,서울특별시 은평구 은평로21가길 ,02-376-3761
마포구다문화가족지원센터,서울특별시 마포구 양화로 ,02-3142-5482
강서구 다문화가족지원센터,서울특별시 강서구 강서로5길 ,02-2606-2037
구로구다문화가족지원센터,서울특별시 구로구 우마2길 ,02-869-0317
금천구다문화가족지원센터,서울특별시 금천구 금하로11길 ,02-803-7743
관악구다문화가족지원센터,서울특별시 관악구 신림로3길 ,02-883-9383
강동구다문화가족지원센터,서울특별시 강동구 양재대로138길 ,02-473-4986
종로구다문화가족지원센터,서울특별시 종로구 종로53길 ,02-731-3521
중랑구다문화가족지원센터,서울특별시 중랑구 용마산로 ,02-435-4142
서대문구 다문화가족지원센터,서울특별시 서대문구 증가로,02-375-7530
강남구다문화가족지원센터,서울특별시 강남구 개포로,02-3414-3346
성동구 다문화가족지원센터,서울특별시 성동구 무학로6길 ,02-3395-9445
도봉구 다문화가족지원센터,서울특별시 도봉구 도봉로 ,02-995-6800
이룸 서울시립학대피해아동쉼터,서울특별시 중랑구 봉우재로2길 ,0222084846
서울강서등촌지역자활센터,서울특별시 강서구 양천로 ,02-3664-5920
서울 영등포지역자활센터,서울특별시 영등포구 영등포로65길 ,02-848-0600
서울관악봉천지역자활센터,서울특별시 관악구 봉천로 ,02-876-6730
서울성동지역자활센터,서울특별시 성동구 매봉길 ,02-2299-6657
강남지역자활센터,서울특별시 강남구 역삼로107길 ,02-445-1801
이화여자대학교 종합사회복지관,서울특별시 서대문구 북아현동,02-3277-3190
이화여자대학교 서대문지역자활센터,서울특별시 서대문구 연희로11마길,02-324-1027
중앙사회복지관,서울특별시 관악구 봉천로41길,02-872-5802
서울노원북부지역자활센터,서울특별시 노원구 동일로245길 ,02-952-7184
은천주간보호센터,서울특별시 동대문구 장한로27가길,02-2249-7253
서울관악지역자활센터,서울특별시 관악구 문성로 ,02-867-8381
누야하우스,서울특별시 은평구 갈현로11길 ,02-351-3599
서울은평지역자활센터,서울특별시 은평구 갈현로,02-307-1186
서울마포지역자활센터,서울특별시 마포구 매봉산로 ,02-312-7942
사랑의전화마포종합사회복지관,서울특별시 마포구 만리재로,02-712-8600
유린원광종합사회복지관,서울특별시 중랑구 신내로,02-438-4011
종로지역자활센터,서울특별시 종로구 종로63가길 ,02-3673-3963
서울광진지역자활센터,서울특별시 광진구 자양로,02-499-8373
시립신목종합사회복지관,서울특별시 양천구 신목로 ,02-2643-7222
서울중구지역자활센터,서울특별시 중구 난계로,02-754-2228
도봉지역자활센터,서울특별시 도봉구 마들로,02-955-1317
서울구로삶터지역자활센터,서울특별시 구로구 구로동로35가길 ,02-867-0516
서울강동지역자활센터,서울특별시 강동구 구천면로 ,02-488-4585
서울강서지역자활센터,서울특별시 강서구 곰달래로 ,02-2605-0610
서울구로지역자활센터,서울특별시 구로구 구로동로26길,02-838-5660
양재종합사회복지관,서울특별시 서초구 남부순환로,02-579-4782
서울강북지역자활센터,서울특별시 강북구 덕릉로,02-982-1414
서울용산지역자활센터,서울특별시 용산구 한강대로 ,02-797-5050
서울시립대학교종합사회복지관,서울특별시 중랑구 신내로,02-3421-1988
솔바람복지센터,서울특별시 송파구 풍납동 ,02-487-5052
서울중랑유린 지역자활센터,서울특별시 중랑구 신내로10길 ,02-436-4767
금천누리종합사회복지관,서울특별시 금천구 가산로 ,02-868-6856
화원종합사회복지관,서울특별시 구로구 벚꽃로 ,02-837-0761
서울동대문지역자활센터,서울특별시 동대문구 청계천로,02-2242-7578
양천지역자활센터,서울특별시 양천구 오목로,02-2061-6039
노원지역자활센터,서울특별시 노원구 덕릉로 ,02-939-3538
태화기독교사회복지관,서울특별시 강남구 광평로,02-2040-1600
서울노원남부지역자활센터,서울특별시 노원구 동일로178길,02-941-6594
성북지역자활센터,서울특별시 성북구 삼선교로4길 ,02-927-2420
서울동작지역자활센터,서울특별시 동작구 등용로,02-822-7708
금천지역자활센터,서울특별시 금천구 시흥대로 ,028061577
서초구립방배노인종합복지관,서울특별시 서초구 방배천로 ,02-581-7992
서초구립방배노인데이케어센터,서울특별시 서초구 방배천로,02-597-7992
서울생명의전화 상담소,서울특별시 종로구 율곡로17길 ,02-763-9195
